"location.id","location.region","date","jsa.fem"
"1-126668220","West Midlands",NA,55
"1-125855874","West Midlands","2010-10-01",55
"1-125855874","West Midlands","2011-02-15",55
"1-125855874","West Midlands",NA,55
"1-125855874","West Midlands",NA,55
"1-262972363","West Midlands","2010-10-01",10
"1-262972363","West Midlands","2011-06-19",10
"1-262972363","West Midlands",NA,10
"1-262972363","West Midlands",NA,10
"1-132440938","West Midlands","2010-10-01",10
"1-132440938","West Midlands","2010-12-29",10
"1-132440938","West Midlands",NA,10
"1-132440938","West Midlands",NA,10
"1-132440954","West Midlands","2010-10-01",10
"1-132440954","West Midlands","2010-12-29",10
"1-132440954","West Midlands","2011-12-09",10
"1-132440954","West Midlands",NA,10
"1-2416994454","West Midlands","2016-01-25",0
"1-2416994454","West Midlands","2016-01-25",0
"1-2416994454","West Midlands",NA,0
"1-2416994454","West Midlands",NA,0
"1-369256404","West Midlands","2010-10-01",85
"1-369256404","West Midlands","2012-02-01",85
"1-369256404","West Midlands","2012-11-13",85
"1-369256404","West Midlands",NA,85
"1-517322340","West Midlands","2012-11-02",85
"1-517322340","West Midlands","2012-11-09",85
"1-517322340","West Midlands","2013-07-15",85
"1-517322340","West Midlands","2013-07-15",85
"1-115241126","West Midlands","2010-10-01",80
"1-115241126","West Midlands","2011-01-14",80
"1-115241126","West Midlands","2014-07-11",80
"1-115241126","West Midlands","2014-07-11",80
"1-159247435","West Midlands","2011-01-13",80
"1-159247435","West Midlands","2011-01-13",80
"1-159247435","West Midlands","2011-05-20",80
"1-159247435","West Midlands","2011-06-01",80
"1-594138360","West Midlands","2013-02-06",95
"1-594138360","West Midlands","2013-02-06",95
"1-594138360","West Midlands",NA,95
"1-594138360","West Midlands",NA,95
"1-125076079","West Midlands","2010-10-01",130
"1-125076079","West Midlands","2010-12-14",130
"1-125076079","West Midlands",NA,130
"1-125076079","West Midlands",NA,130
"1-114314574","West Midlands","2010-10-01",80
"1-114314574","West Midlands","2011-01-06",80
"1-114314574","West Midlands",NA,80
"1-114314574","West Midlands",NA,80
"1-115816998","West Midlands","2010-10-01",80
"1-115816998","West Midlands","2011-02-18",80
"1-115816998","West Midlands","2013-03-04",80
"1-115816998","West Midlands","2013-03-04",80
"1-109157883","West Midlands","2010-10-01",120
"1-109157883","West Midlands","2011-01-19",120
"1-109157883","West Midlands","2014-06-02",120
"1-109157883","West Midlands","2014-06-02",120
"1-1371355085","West Midlands","2014-05-23",115
"1-1371355085","West Midlands","2014-05-23",115
"1-1371355085","West Midlands",NA,115
"1-1371355085","West Midlands",NA,115
"1-167263242","West Midlands","2011-03-23",120
"1-167263242","West Midlands","2011-03-23",120
"1-167263242","West Midlands",NA,120
"1-167263242","West Midlands",NA,120
"1-167263257","West Midlands","2011-03-23",120
"1-167263257","West Midlands","2011-03-23",120
"1-167263257","West Midlands",NA,120
"1-167263257","West Midlands",NA,120
"1-119245181","West Midlands","2010-10-01",80
"1-119245181","West Midlands","2010-12-23",80
"1-119245181","West Midlands",NA,80
"1-119245181","West Midlands",NA,80
"1-143053413","West Midlands","2010-10-01",80
"1-143053413","West Midlands","2010-12-23",80
"1-143053413","West Midlands",NA,80
"1-143053413","West Midlands",NA,80
"1-120446113","West Midlands","2010-10-01",75
"1-120446113","West Midlands","2010-11-29",75
"1-120446113","West Midlands",NA,75
"1-120446113","West Midlands",NA,75
"1-126240634","West Midlands","2010-10-01",75
"1-126240634","West Midlands","2010-11-25",75
"1-126240634","West Midlands",NA,75
"1-126240634","West Midlands",NA,75
"1-107262028","West Midlands","2010-10-01",75
"1-107262028","West Midlands","2011-01-05",75
"1-107262028","West Midlands",NA,75
"1-107262028","West Midlands",NA,75
"1-122285710","West Midlands","2010-10-01",40
"1-122285710","West Midlands","2010-12-08",40
"1-122285710","West Midlands",NA,40
"1-122285710","West Midlands",NA,40
"1-122285740","West Midlands","2010-10-01",40
"1-122285740","West Midlands","2010-12-08",40
"1-122285740","West Midlands",NA,40
"1-122285740","West Midlands",NA,40
"1-135074585","West Midlands","2010-10-01",40
"1-135074585","West Midlands","2011-01-26",40
"1-135074585","West Midlands","2014-10-30",40
"1-135074585","West Midlands",NA,40
"1-1382016486","West Midlands","2014-08-18",35
"1-1382016486","West Midlands","2014-08-18",35
"1-1382016486","West Midlands",NA,35
"1-1382016486","West Midlands",NA,35
"1-143053393","West Midlands","2010-10-01",30
"1-143053393","West Midlands","2010-12-23",30
"1-143053393","West Midlands",NA,30
"1-143053393","West Midlands",NA,30
"1-112351558","West Midlands","2010-10-01",100
"1-112351558","West Midlands","2010-12-07",100
"1-112351558","West Midlands",NA,100
"1-112351558","West Midlands",NA,100
"1-116663364","West Midlands","2010-10-01",100
"1-116663364","West Midlands","2010-11-23",100
"1-116663364","West Midlands","2015-01-26",100
"1-116663364","West Midlands",NA,100
"1-132501015","West Midlands","2010-10-01",100
"1-132501015","West Midlands","2010-12-30",100
"1-132501015","West Midlands",NA,100
"1-132501015","West Midlands",NA,100
"1-2623407948","West Midlands","2010-10-01",85
"1-2623407948","West Midlands","2016-05-18",85
"1-2623407948","West Midlands",NA,85
"1-2623407948","West Midlands",NA,85
"1-117380258","West Midlands","2010-10-01",125
"1-117380258","West Midlands","2011-01-13",125
"1-117380258","West Midlands",NA,125
"1-117380258","West Midlands",NA,125
"1-138702317","West Midlands","2010-10-01",85
"1-138702317","West Midlands","2010-11-23",85
"1-138702317","West Midlands","2013-09-11",85
"1-138702317","West Midlands","2013-09-11",85
"1-894197894","West Midlands","2010-10-01",100
"1-894197894","West Midlands","2013-09-03",100
"1-894197894","West Midlands",NA,100
"1-894197894","West Midlands",NA,100
"1-117383100","West Midlands","2010-10-01",125
"1-117383100","West Midlands","2011-01-05",125
"1-117383100","West Midlands",NA,125
"1-117383100","West Midlands",NA,125
"1-130318803","West Midlands","2010-10-01",125
"1-130318803","West Midlands","2011-01-31",125
"1-130318803","West Midlands","2016-06-06",125
"1-130318803","West Midlands","2016-06-06",125
"1-2662918826","West Midlands","2016-05-26",85
"1-2662918826","West Midlands","2016-05-26",85
"1-2662918826","West Midlands",NA,85
"1-2662918826","West Midlands",NA,85
"1-128035291","West Midlands","2010-10-01",100
"1-128035291","West Midlands","2010-12-08",100
"1-128035291","West Midlands","2015-03-06",100
"1-128035291","West Midlands","2015-03-06",100
"1-113049275","West Midlands","2010-10-01",125
"1-113049275","West Midlands","2011-01-10",125
"1-113049275","West Midlands","2012-01-17",125
"1-113049275","West Midlands","2012-01-17",125
"1-142214778","West Midlands","2010-10-01",125
"1-142214778","West Midlands","2011-01-19",125
"1-142214778","West Midlands",NA,125
"1-142214778","West Midlands",NA,125
"1-251718681","West Midlands","2010-10-01",125
"1-251718681","West Midlands","2011-06-09",125
"1-251718681","West Midlands",NA,125
"1-251718681","West Midlands",NA,125
"1-112953290","West Midlands","2010-10-01",30
"1-112953290","West Midlands","2011-01-18",30
"1-112953290","West Midlands",NA,30
"1-112953290","West Midlands",NA,30
"1-112953323","West Midlands","2010-10-01",10
"1-112953323","West Midlands","2011-01-18",10
"1-112953323","West Midlands",NA,10
"1-112953323","West Midlands",NA,10
"1-405946282","West Midlands","2010-10-01",20
"1-405946282","West Midlands","2012-04-12",20
"1-405946282","West Midlands","2014-09-30",20
"1-405946282","West Midlands",NA,20
"1-116439860","West Midlands","2010-10-01",10
"1-116439860","West Midlands","2011-01-19",10
"1-116439860","West Midlands",NA,10
"1-116439860","West Midlands",NA,10
"1-136918284","West Midlands","2010-10-01",110
"1-136918284","West Midlands","2011-01-19",110
"1-136918284","West Midlands","2015-06-01",110
"1-136918284","West Midlands","2015-06-01",110
"1-136946302","West Midlands","2010-10-01",110
"1-136946302","West Midlands","2011-01-19",110
"1-136946302","West Midlands","2015-06-01",110
"1-136946302","West Midlands","2015-06-01",110
"1-1930622254","West Midlands","2015-03-02",70
"1-1930622254","West Midlands","2015-03-02",70
"1-1930622254","West Midlands",NA,70
"1-1930622254","West Midlands",NA,70
"1-1930633725","West Midlands","2015-03-02",70
"1-1930633725","West Midlands","2015-03-02",70
"1-1930633725","West Midlands",NA,70
"1-1930633725","West Midlands",NA,70
"1-125880608","West Midlands","2010-10-01",115
"1-125880608","West Midlands","2010-12-17",115
"1-125880608","West Midlands","2011-10-19",115
"1-125880608","West Midlands","2011-10-19",115
"1-313084056","West Midlands","2010-10-01",130
"1-313084056","West Midlands","2011-11-04",130
"1-313084056","West Midlands",NA,130
"1-313084056","West Midlands",NA,130
"1-143053493","West Midlands","2010-10-01",155
"1-143053493","West Midlands","2010-12-23",155
"1-143053493","West Midlands","2011-10-30",155
"1-143053493","West Midlands",NA,155
"1-126714167","West Midlands","2010-10-01",185
"1-126714167","West Midlands","2010-11-25",185
"1-126714167","West Midlands",NA,185
"1-126714167","West Midlands",NA,185
"1-139208187","West Midlands","2010-10-01",185
"1-139208187","West Midlands","2010-11-05",185
"1-139208187","West Midlands",NA,185
"1-139208187","West Midlands",NA,185
"1-126629021","West Midlands","2010-10-01",185
"1-126629021","West Midlands","2010-12-22",185
"1-126629021","West Midlands","2016-04-15",185
"1-126629021","West Midlands",NA,185
"1-116663319","West Midlands","2010-10-01",160
"1-116663319","West Midlands","2010-11-23",160
"1-116663319","West Midlands",NA,160
"1-116663319","West Midlands",NA,160
"1-2623408025","West Midlands","2010-10-01",50
"1-2623408025","West Midlands","2016-05-18",50
"1-2623408025","West Midlands",NA,50
"1-2623408025","West Midlands",NA,50
"1-143053533","West Midlands","2010-10-01",100
"1-143053533","West Midlands","2010-12-23",100
"1-143053533","West Midlands",NA,100
"1-143053533","West Midlands",NA,100
"1-128990272","West Midlands","2010-10-01",45
"1-128990272","West Midlands","2011-03-15",45
"1-128990272","West Midlands",NA,45
"1-128990272","West Midlands",NA,45
"1-248286112","West Midlands","2010-10-01",55
"1-248286112","West Midlands","2011-06-20",55
"1-248286112","West Midlands",NA,55
"1-248286112","West Midlands",NA,55
"1-122671908","West Midlands","2010-10-01",55
"1-122671908","West Midlands","2011-02-04",55
"1-122671908","West Midlands","2014-10-17",55
"1-122671908","West Midlands","2014-10-17",55
"1-1597646991","West Midlands","2014-09-11",35
"1-1597646991","West Midlands","2014-09-11",35
"1-1597646991","West Midlands",NA,35
"1-1597646991","West Midlands",NA,35
"1-129459640","West Midlands","2010-10-01",50
"1-129459640","West Midlands","2010-12-20",50
"1-129459640","West Midlands","2014-06-06",50
"1-129459640","West Midlands",NA,50
"1-129453802","West Midlands","2010-10-01",65
"1-129453802","West Midlands","2010-12-20",65
"1-129453802","West Midlands","2012-03-22",65
"1-129453802","West Midlands",NA,65
"1-125880674","West Midlands","2010-10-01",95
"1-125880674","West Midlands","2010-12-17",95
"1-125880674","West Midlands","2011-10-19",95
"1-125880674","West Midlands","2011-10-19",95
"1-313155524","West Midlands","2010-10-01",85
"1-313155524","West Midlands","2011-11-04",85
"1-313155524","West Midlands",NA,85
"1-313155524","West Midlands",NA,85
"1-120237816","West Midlands","2010-10-01",85
"1-120237816","West Midlands","2011-01-20",85
"1-120237816","West Midlands",NA,85
"1-120237816","West Midlands",NA,85
"1-122877489","West Midlands","2010-10-01",85
"1-122877489","West Midlands","2011-01-18",85
"1-122877489","West Midlands","2014-07-14",85
"1-122877489","West Midlands",NA,85
"1-120445052","West Midlands","2010-10-01",80
"1-120445052","West Midlands","2010-11-29",80
"1-120445052","West Midlands",NA,80
"1-120445052","West Midlands",NA,80
"1-130937177","West Midlands","2010-10-01",85
"1-130937177","West Midlands","2011-01-19",85
"1-130937177","West Midlands",NA,85
"1-130937177","West Midlands",NA,85
"1-114969162","West Midlands","2010-10-01",85
"1-114969162","West Midlands","2011-01-05",85
"1-114969162","West Midlands","2016-08-30",85
"1-114969162","West Midlands","2016-08-30",85
"1-2101792817","West Midlands","2016-07-26",55
"1-2101792817","West Midlands","2016-07-26",55
"1-2101792817","West Midlands",NA,55
"1-2101792817","West Midlands",NA,55
"1-136343278","West Midlands","2010-10-01",85
"1-136343278","West Midlands","2011-02-02",85
"1-136343278","West Midlands",NA,85
"1-136343278","West Midlands",NA,85
"1-166568689","West Midlands","2011-03-01",85
"1-166568689","West Midlands","2011-03-01",85
"1-166568689","West Midlands",NA,85
"1-166568689","West Midlands",NA,85
"1-133436134","West Midlands","2010-10-01",55
"1-133436134","West Midlands","2010-11-25",55
"1-133436134","West Midlands","2013-07-05",55
"1-133436134","West Midlands",NA,55
"1-133436148","West Midlands","2010-10-01",55
"1-133436148","West Midlands","2010-11-25",55
"1-133436148","West Midlands","2013-07-05",55
"1-133436148","West Midlands",NA,55
"1-129453858","West Midlands","2010-10-01",55
"1-129453858","West Midlands","2010-12-20",55
"1-129453858","West Midlands","2014-07-02",55
"1-129453858","West Midlands",NA,55
"1-119990374","West Midlands","2010-10-01",95
"1-119990374","West Midlands","2010-10-01",95
"1-119990374","West Midlands",NA,95
"1-119990374","West Midlands",NA,95
"5M1Q1","West Midlands","2010-04-01",50
"5M1Q1","West Midlands","2011-02-14",50
"5M1Q1","West Midlands","2012-10-03",50
"5M1Q1","West Midlands","2012-10-03",50
"RYWQ1","West Midlands","2011-03-30",50
"RYWQ1","West Midlands","2011-06-06",50
"RYWQ1","West Midlands","2013-09-18",50
"RYWQ1","West Midlands",NA,50
"1-133761180","West Midlands","2010-10-01",50
"1-133761180","West Midlands","2011-01-18",50
"1-133761180","West Midlands","2011-08-18",50
"1-133761180","West Midlands","2011-08-18",50
"1-284524961","West Midlands","2010-10-01",50
"1-284524961","West Midlands","2011-08-03",50
"1-284524961","West Midlands",NA,50
"1-284524961","West Midlands",NA,50
"1-210957634","West Midlands","2011-04-20",165
"1-210957634","West Midlands","2011-04-20",165
"1-210957634","West Midlands","2015-09-17",165
